bio,chamber,collectionId,collectionName,current_position,district,facebook_url,id,instagram_url,linkedin_url,name,office_type,party,photo,political_party,position_start_date,slug,state,status,term_end_date,tiktok_url,truth_social_url,website_url,wikipedia_url,x_url,youtube_url
"Alejandro ""Alex"" Padilla (born March 22, 1973) is an American politician and engineer serving as the senior United States senator from California, a seat he has held since 2021. A member of the Democratic Party, Padilla served as the 30th secretary of state of California from 2015 to 2021 and was a member of the California State Senate and the Los Angeles City Council. Padilla was appointed to the United States Senate by Governor Gavin Newsom in 2021 after Kamala Harris was elected vice president of the United States; Harris, as the newly elected vice president and president of the Senate, swore Padilla in on January 18, 2021. Padilla won a special election to complete Harris's term as well as election to a full Senate term, in 2022. Padilla became California's senior senator on September 29, 2023, upon the death of Dianne Feinstein. == Early life and education == Padilla is one of three children of Santos and Lupe Padilla, both of whom moved from Mexico, specifically Jalisco and Chihuahua, before meeting and marrying in Los Angeles, where he was born on March 22, 1973. His parents were initially undocumented immigrants to the US, but later became citizens. His father worked as a short-order cook, and his mother as a housekeeper. He grew up in Pacoima, Los Angeles, and graduated from San Fernando High School in the northeast San Fernando Valley. He earned a degree in mechanical engineering from Massachusetts Institute of Technology (MIT) in 1994. He graduated from the Coro Fellows Southern California Program in 1995. == Early career == === Los Angeles === After graduation, Padilla moved back to Pacoima and briefly worked as an engineer for Hughes Aircraft, where he wrote software for satellite systems. Padilla is a former member of the governing board of MIT and president of the National Association of Latino Elected and Appointed Officials (NALEO), which has a membership of more than 6,000 Latino U.S. officials. He has chaired the Los Angeles Leadership Council for the American Diabetes Association since 2005. Padilla began in politics as a member of the Democratic Party in 1995, in part due to his response to California Proposition 187 (1994), which excluded illegal immigrants from all non-emergency public services, including public education. The proposition was criticized as a nativist backlash against Latin American immigrants, legal and illegal alike. Padilla's first professional role was as a personal assistant to Senator Dianne Feinstein. He then served as a campaign manager for Assemblyman Tony Cárdenas in 1996, Assemblyman Gil Cedillo in 1997, and State Senator Richard Alarcon in 1998, all Democrats. All won their elections. === Los Angeles City Council === On July 1, 1999, at age 26, Padilla was sworn in as a member of the Los Angeles City Council, succeeding Alarcon. Two years later, his colleagues elected him council president. Padilla was the first Latino and the youngest person elected president of the Los Angeles City Council, defeating incumbent Ruth Galanter. On September 13, 2001, two days after the 9/11 attacks, Padilla became the acting mayor of Los Angeles for a couple of days while Mayor James K. Hahn traveled out of the city. Los Angeles Times wrote that Padilla's rise to the mayor's office raised his ""political stock"". During his term as City Council president, Padilla also was",Senator,pbc_3830222512,politicians,U.S. Senator,,,cx5rhnzqzgv0tgt,,,Alex Padilla,senator,,250px_alex_padilla_117th_congress_portrait_28329_28crop29jpg_r4hbjommcr.jpg,,,alex-padilla,California,,,,,https://www.padilla.senate.gov,https://en.wikipedia.org/wiki/Alex%20Padilla,,
,Representative,pbc_3830222512,politicians,U.S. Representative,,,c522qxnq4gf593p,,,Alexandria Ocasio-Cortez,representative,,250px_alexandria_ocasio_cortez_official_portrait_28cropped29jpg_du48v3oneg.jpg,,1989-10-13 00:00:00.000Z,alexandria-ocasio-cortez-new-york-14,New York,,,,,,https://en.wikipedia.org/wiki/Alexandria_Ocasio-Cortez,,
,Representative,pbc_3830222512,politicians,U.S. Representative,,,gm48bvg3fh09o99,,,Alma Adams,representative,,,,1946-05-27 00:00:00.000Z,alma-adams-north-carolina-12,North Carolina,,,,,,https://en.wikipedia.org/wiki/Alma_Adams,,
,Representative,pbc_3830222512,politicians,U.S. Representative,,,bfhkzfpjk99l6q6,,,Ami Bera,representative,,ami_bera_843xul5201.jpg,,1965-03-02 00:00:00.000Z,ami-bera-california-6,California,,,,,,https://en.wikipedia.org/wiki/Ami_Bera,,
"Amy Jean Klobuchar ( KLOH-bə-shar; born May 25, 1960) is an American politician and lawyer serving as the senior United States senator from Minnesota, a seat she has held since 2007. A member of the Minnesota Democratic–Farmer–Labor Party (DFL), Minnesota's affiliate of the Democratic Party, she previously served as the county attorney of Hennepin County, Minnesota. Born in Plymouth, Minnesota, Klobuchar graduated from Yale University and the University of Chicago Law School. She was a partner at two Minneapolis law firms before being elected county attorney of Hennepin County in 1998, making her responsible for all criminal prosecution in Minnesota's most populous county. Klobuchar was first elected to the Senate in 2006, succeeding Mark Dayton to become Minnesota's first elected female United States senator. She became Minnesota's senior senator in 2009, when Norm Coleman left the Senate following his defeat. She was reelected by a landslide in 2012, winning 85 of the state's 87 counties, before being reelected again in 2018. Klobuchar's political positions align with modern liberalism. She has focused on healthcare reform, consumer protection, abortion rights, agriculture, and climate change. On February 10, 2019, Klobuchar announced her candidacy for the Democratic nomination for president of the United States in the 2020 election; on March 2, 2020, she suspended her campaign and endorsed Joe Biden. In 2021, she became the chair of the Senate Rules Committee. She was reelected to a fourth Senate term in 2024, defeating Republican nominee Royce White. In 2026, she filed to run for governor after incumbent Tim Walz withdrew from the race. == Early life and education == Born in Plymouth, Minnesota, Klobuchar is the daughter of Rose (née Heuberger) and Jim Klobuchar. Her mother taught second grade until she retired at age 70. Her father was a sportswriter and columnist for the Star Tribune. He was of Slovene descent and her mother of German-Swiss ancestry. Klobuchar's parents divorced when she was 15. The divorce took a toll on the family; her relationship with her father was not fully restored until he quit drinking in the 1990s. She attended public schools in Plymouth and was valedictorian at Wayzata High School, where she was also class treasurer and secretary. She received her Bachelor of Arts magna cum laude in political science in 1982 from Yale University. While at Yale, Klobuchar spent time as an intern for former Vice President and former Minnesota senator Walter Mondale. Her senior thesis, Uncovering the Dome, a 250-page history of the ten years of politics surrounding the building of the Hubert H. Humphrey Metrodome in Minneapolis, was published by Waveland Press in 1986. After Yale, Klobuchar enrolled at the University of Chicago Law School, where she served as an associate editor of the University of Chicago Law Review and earned her J.D. degree with high honors in 1985. == Early career == After law school, Klobuchar worked as a corporate lawyer. Before seeking public office, besides working as a prosecutor, Klobuchar was a partner at the Minnesota law firms Dorsey & Whitney and Gray Plant Mooty, where she specialized in ""regulatory work in telecommunications law"". Her first foray into politics came after she gave birth and was forced to leave the hospital 24 hours later, a situation exacerbated by the fact that Klobuchar's daughter, Abigail, was born with a disorder",Senator,pbc_3830222512,politicians,U.S. Senator,,,9452k05dlqquyat,,,Amy Klobuchar,senator,,250px_amy_klobuchar2c_official_portrait2c_113th_congress_28cropped29jpg_w2xnzrpqm7.jpg,,,amy-klobuchar,Minnesota,,,,,https://www.klobuchar.senate.gov/,https://en.wikipedia.org/wiki/Amy_Klobuchar,,
,Representative,pbc_3830222512,politicians,U.S. Representative,,,btria11ubqu3m5e,,,Andrea Salinas,representative,,,,1969-12-06 00:00:00.000Z,andrea-salinas-oregon-6,Oregon,,,,,,https://en.wikipedia.org/wiki/Andrea_Salinas,,
,Representative,pbc_3830222512,politicians,U.S. Representative,,,y0w5u6hdlsupg1u,,,Andrew Clyde,representative,,250px_andrew_clyde_117th_us_congress_28cropped29jpg_wlpy5hpn1j.jpg,,1963-11-22 00:00:00.000Z,andrew-clyde-georgia-9,Georgia,,,,,,https://en.wikipedia.org/wiki/Andrew_Clyde,,
,Representative,pbc_3830222512,politicians,U.S. Representative,,,4ujhfm1zho4thmy,,,Andrew Garbarino,representative,,250px_andrew_garbarino_117th_us_congress_28cropped29jpg_jnbziy4csu.jpg,,1984-09-27 00:00:00.000Z,andrew-garbarino-new-york-2,New York,,,,,,https://en.wikipedia.org/wiki/Andrew_Garbarino,,
,Representative,pbc_3830222512,politicians,U.S. Representative,,,lvqg4mydada8by4,,,André Carson,representative,,250px_andre_carson_116th_congressjpg_u4c3h89fr5.jpg,,1974-10-16 00:00:00.000Z,andr-carson-indiana-7,Indiana,,,,,,https://en.wikipedia.org/wiki/Andr%C3%A9_Carson,,
,Representative,pbc_3830222512,politicians,U.S. Representative,,,t33tvlv1bw9macv,,,Andy Barr,representative,,250px_andy_barr_official_congressional_photo_28cropped29jpg_4z2mzu5zot.jpg,,1973-07-24 00:00:00.000Z,andy-barr-kentucky-6,Kentucky,,,,,,https://en.wikipedia.org/wiki/Andy_Barr,,
,Governor,pbc_3830222512,politicians,Governor,,https://www.facebook.com/GovAndyBeshear/photos/a.128267431958964/402068634578841/?_rdr,rqq4b2nu9d004bp,,,Andy Beshear,governor,,andy_beshear_rqq4b2nu9d004bp_9d7n1vyoef.jpg,,1977-11-29 00:00:00.000Z,andy-beshear,Kentucky,,,,,,https://en.wikipedia.org/wiki/Andy_Beshear,https://x.com/andybeshearky/status/1181556430584856576?lang=en,https://www.youtube.com/watch?v=HFOzFx0Qdjc
,Representative,pbc_3830222512,politicians,U.S. Representative,,,en9hxih42q9ilv0,,,Andy Biggs,representative,,250px_andy_biggs_portrait_28118th_congress29_28cropped29jpg_4k70qjs4l9.jpg,,1958-11-07 00:00:00.000Z,andy-biggs-arizona-5,Arizona,,,,,,https://en.wikipedia.org/wiki/Andy_Biggs,,
,Representative,pbc_3830222512,politicians,U.S. Representative,,,lib9gyse7ldf8jn,,,Andy Harris,representative,,250px_andy_harris_115th_congress_28cropped29jpg_s85t7fbsv8.jpg,,1957-01-25 00:00:00.000Z,andy-harris-maryland-1,Maryland,,,,,,https://en.wikipedia.org/wiki/Andy_Harris_(politician),,
"Andrew Kim (born July 12, 1982) is an American politician and former diplomat serving as the junior United States senator from New Jersey since 2024. A progressive Democrat, he served from 2019 to 2024 as the U.S. representative from New Jersey's 3rd congressional district. Kim worked as a civilian advisor at the United States Department of State in Afghanistan during the Obama administration. He was elected to the House of Representatives in 2018, defeating incumbent Tom MacArthur. With incumbent senator Bob Menendez facing corruption and bribery charges, Kim announced his candidacy for the U.S. Senate in September 2023. He won the Democratic primary after successfully petitioning to abolish ""county line"" primary ballots in New Jersey. Kim went on to win in the 2024 general election, becoming the first Korean-American in the Senate and the first Asian-American U.S. senator from New Jersey. == Early life and career == Kim was born on July 12, 1982, in Boston, Massachusetts, to South Korean immigrant parents, and grew up in South Jersey. His father was a geneticist and his mother was a nurse. Kim grew up in the Marlton section of Evesham Township, New Jersey, and attended Rice Elementary School before moving to Cherry Hill and graduating from Cherry Hill High School East in 2000. After two years at Deep Springs College, he transferred to the University of Chicago, where he graduated Phi Beta Kappa in 2004 with a degree in political science. During college, Kim was an intern at the United States Agency for International Development and at the Chicago Coalition for the Homeless. He later received a Rhodes Scholarship and a Harry S. Truman Scholarship to study international relations at Magdalen College, Oxford. At Oxford, Kim became friends with fellow Rhodes Scholar Pete Buttigieg, the future U.S. secretary of transportation from 2021 to 2025. Kim worked at the U.S. State Department. He served in Afghanistan as a civilian adviser to generals David Petraeus and John R. Allen before working as a national security adviser under President Barack Obama. Kim served as a United States National Security Council official. After the Sinjar massacre, Kim wrote the plan implemented by Obama to strike ISIS. == U.S. House of Representatives == === Elections === ==== 2018 ==== A resident of Bordentown Township, New Jersey, Kim ran against two-term incumbent Republican Tom MacArthur in the 2018 United States House of Representatives election after winning the June Democratic primary. Kim was endorsed by Barack Obama, former U.S. vice president Joe Biden, New Jersey governor Phil Murphy, and actress Piper Perabo. He said he was inspired to run by MacArthur's efforts to repeal the Affordable Care Act. During the campaign, MacArthur sought to portray Kim as a D.C. elitist and outsider. In an ad run by the New Jersey Republican Party, Kim was described as ""Real Fishy"" in Wonton font on a picture of dead fish. The ad was criticized for its racial undertones. The race was considered too close to call on election night, but the next night, an influx of absentee ballots in Burlington County, home to the majority of the district's voters, gave Kim a 2,500-vote lead, prompting him to declare victory. MacArthur conceded eight days later. With a margin of victory of fewer than 4,000 votes, or slightly over 1% of votes cast, this",Senator,pbc_3830222512,politicians,U.S. Senator,,,lo1ffimt1fk4h5j,,,Andy Kim,senator,,250px_sen_andy_kim_118th_congress_28cropped29jpg_2rxdmjip07.jpg,,,andy-kim,New Jersey,,,,,https://www.kim.senate.gov/,https://en.wikipedia.org/wiki/Andy_Kim,,
,Representative,pbc_3830222512,politicians,U.S. Representative,,,a9y7rzxnd6p1zql,,,Andy Ogles,representative,,250px_congressman_andy_ogles_2022_28cropped29jpg_qzmk23z6bw.jpg,,1971-06-18 00:00:00.000Z,andy-ogles-tennessee-5,Tennessee,,,,,,https://en.wikipedia.org/wiki/Andy_Ogles,,
,Senator,pbc_3830222512,politicians,U.S. Senator,,,b3knwk1h2to5da5,,,Angela D. Alsobrooks,senator,,250px_sen_angela_alsobrooks_official_senate_photo2c_119th_congress_higher_def_28cropped29jpg_2tadzhctrc.jpg,,,angela-d-alsobrooks,Maryland,,,,,https://alsobrooks.senate.gov/,https://en.wikipedia.org/wiki/Angela_D._Alsobrooks,,
,Representative,pbc_3830222512,politicians,U.S. Representative,,,phvvs81r6h5v5sg,,,Angie Craig,representative,,250px_angie_craig2c_official_portrait_28119th_congress29_283x4_cropped29jpg_l85f0stess.jpg,,1972-02-14 00:00:00.000Z,angie-craig-minnesota-2,Minnesota,,,,,,https://en.wikipedia.org/wiki/Angie_Craig,,
,Senator,pbc_3830222512,politicians,U.S. Senator,,,u069e441e38iisq,,,"Angus S., Jr. King",senator,,250px_angus_king2c_official_portrait2c_113th_congress_28cropped29jpg_tej500id14.jpg,,,angus-s-jr-king,Maine,,,,,https://www.king.senate.gov/,https://en.wikipedia.org/wiki/Angus%20King,,
,Representative,pbc_3830222512,politicians,U.S. Representative,,,oryy4qvxxo86566,,,Ann Wagner,representative,,250px_ann_wagner_headshot_2800229_28cropped29jpg_vd28behs4m.jpg,,1962-09-13 00:00:00.000Z,ann-wagner-missouri-2,Missouri,,,,,,https://en.wikipedia.org/wiki/Ann_Wagner,,
,Representative,pbc_3830222512,politicians,U.S. Representative,,,9u560fxkjb5rroc,,,Anna Paulina Luna,representative,,250px_anna_paulina_luna_28cropped29jpg_rgssgqj6zm.jpg,,1989-05-06 00:00:00.000Z,anna-paulina-luna-florida-13,Florida,,,,,,https://en.wikipedia.org/wiki/Anna_Paulina_Luna,,
,Representative,pbc_3830222512,politicians,U.S. Representative,,,4ipk4c7hjknv5vy,,,April McClain Delaney,representative,,250px_mcclain_delaney_april_119th_congress_28cropped29jpg_0nr0dd7g2p.jpg,,1964-05-28 00:00:00.000Z,april-mcclain-delaney-maryland-6,Maryland,,,,,,https://en.wikipedia.org/wiki/April_McClain_Delaney,,
,Representative,pbc_3830222512,politicians,U.S. Representative,,,da9onzk4g0wotv0,,,Ashley Hinson,representative,,250px_congresswoman_ashley_hinson_official_portrait_28cropped29jpg_cvqnk5xxvr.jpg,,1983-06-27 00:00:00.000Z,ashley-hinson-iowa-2,Iowa,,,,,,https://en.wikipedia.org/wiki/Ashley_Hinson,,
"Ashley Brooke Moody (born March 28, 1975) is an American politician and attorney serving since 2025 as the junior United States senator from Florida. A member of the Republican Party, she previously served as the 38th attorney general of Florida from 2019 to 2025. Born in Plant City, Florida, Moody received both her undergraduate degree and Juris Doctor from the University of Florida. She worked in civil litigation and then was an assistant U.S. attorney at the U.S. Attorney's Office in the Middle District of Florida until she was elected as a circuit court judge in Hillsborough County in 2006. She remained in the role until 2017, when she resigned to run for Florida attorney general. She won the 2018 election by the widest margin of any statewide race that year. As Florida attorney general, Moody supported lawsuits to invalidate the Affordable Care Act and opposed the legalization of recreational marijuana. She supported then-President Donald Trump in Florida during the 2020 presidential election, and joined in the Texas v. Pennsylvania lawsuit, which sought to overturn the results of the election. In January 2025, Governor Ron DeSantis appointed Moody to the U.S. Senate seat vacated by the resignation of Marco Rubio, who became United States secretary of state. On January 21, 2025, she was sworn in by Vice President JD Vance, becoming Florida's second female senator, after Paula Hawkins. Moody's appointment expires in January 2027; to remain in the Senate, she must win a special election in November 2026. She is running for a full term. == Early life and education == Moody was born in Plant City, Florida, on March 28, 1975. She is the oldest of three children born to Carol and Judge James S. Moody Jr. Moody graduated from Plant City High School in 1993. She received a bachelor's degree and master's degree in accounting from University of Florida. While attending the University of Florida, she served as president of Florida Blue Key. Moody earned a Master of Laws in international law from Stetson University College of Law, and her Juris Doctor from the University of Florida School of Law. == Early career == Moody interned for Martha Barnett, the president of the American Bar Association, and later joined the law firm Holland & Knight, working in civil litigation. In January 1998, Moody switched her party affiliation from Democratic to Republican. Upon his election, Florida governor Jeb Bush appointed her to be the student representative on the Board of Regents, a now-defunct body that ran the state's university system. Moody was appointed an assistant U.S. attorney for the Middle District of Florida. In 2006, she was elected to the Thirteenth Judicial Circuit Court of Florida in Hillsborough County. == Attorney General of Florida (2019–2025) == === Elections === On April 28, 2017, Moody resigned from the court to run in the 2018 Florida attorney general election. In the Republican primary, she defeated state representative Frank White. In the general election, Moody defeated Democratic nominee Sean Shaw, a state representative, with 52% of the vote to Shaw's 46%. Moody was reelected in the 2022 election over Democratic nominee Aramis Ayala by a 21-point margin. === Tenure === ==== Health care ==== Moody kept Florida in a lawsuit that seeks to have the Affordable Care Act deemed unconstitutional. ==== Marijuana",Senator,pbc_3830222512,politicians,U.S. Senator,,,i0kx4zeolq851gz,,,Ashley Moody,senator,,250px_official_portrait_of_senator_ashley_moody_28cropped29jpg_2yahgrbvo0.jpg,,,ashley-moody,Florida,,,,,https://www.moody.senate.gov,https://en.wikipedia.org/wiki/Ashley_Moody,,
,Representative,pbc_3830222512,politicians,U.S. Representative,,,cntflq562ktlczp,,,August Pfluger,representative,,250px_august_pfluger_official_photo_28cropped29jpg_g7nhecqw2w.jpg,,1978-12-28 00:00:00.000Z,august-pfluger-texas-11,Texas,,,,,,https://en.wikipedia.org/wiki/August_Pfluger,,
,Representative,pbc_3830222512,politicians,U.S. Representative,,,fmjyr38dp6x6tgo,,,Austin Scott,representative,,250px_austin_scott_2021_22_28cropped29jpg_j7i1qo7f0u.jpg,,1969-12-10 00:00:00.000Z,austin-scott-georgia-8,Georgia,,,,,,https://en.wikipedia.org/wiki/Austin_Scott_(politician),,
,Representative,pbc_3830222512,politicians,U.S. Representative,,,355xpznakohqdt2,,,Barry Loudermilk,representative,,250px_barry_loudermilk2c_official_portrait2c_115th_congress_28cropped29jpg_vwr4dhw0ba.jpg,,1963-12-22 00:00:00.000Z,barry-loudermilk-georgia-11,Georgia,,,,,,https://en.wikipedia.org/wiki/Barry_Loudermilk,,
,Representative,pbc_3830222512,politicians,U.S. Representative,,,zffwzl8mtzcoz6h,,,Barry Moore,representative,,250px_barry_moore_117th_us_congress_28cropped29jpg_wp2s1hxhbv.jpg,,1966-09-26 00:00:00.000Z,barry-moore-alabama-1,Alabama,,,,,,https://en.wikipedia.org/wiki/Barry_Moore_(American_politician),,
,Representative,pbc_3830222512,politicians,U.S. Representative,,,gh73uem3kpp5str,,,Becca Balint,representative,,250px_rep_becca_balint_118th_congress_28cropped29jpg_23efp3ct3o.jpg,,1968-05-04 00:00:00.000Z,becca-balint-vermont-at-large,Vermont,,,,,,https://en.wikipedia.org/wiki/Becca_Balint,,
,Representative,pbc_3830222512,politicians,U.S. Representative,,,cenmb3751p3pegd,,,Ben Cline,representative,,250px_ben_cline2c_official_portrait2c_116th_congress_28cropped29jpg_x5m885bjvy.jpg,,1972-02-29 00:00:00.000Z,ben-cline-virginia-6,Virginia,,,,,,https://en.wikipedia.org/wiki/Ben_Cline,,
"Ben Ray Luján ( loo-HAHN; born June 7, 1972) is an American politician who has served as the junior United States senator from New Mexico since 2021. He served as the U.S. representative for New Mexico's 3rd congressional district from 2009 to 2021 and as assistant speaker from 2019 to 2021. He served as a member of the New Mexico Public Regulation Commission from 2005 to 2008, where he also served as chairman. He and Senator Martin Heinrich are the co-deans of New Mexico's congressional delegation. Luján is a self-described progressive Democrat. Luján was selected as chairman of the Democratic Congressional Campaign Committee in 2014 and led the Democrats to win a House majority in the 2018 elections. He was the first Hispanic to serve in this role. In his role as assistant House Democratic leader, Luján was the highest-ranking Hispanic in Congress. On April 1, 2019, Luján announced his intention to seek the United States Senate seat being vacated by two-term Democratic incumbent Tom Udall in the 2020 election. He defeated Republican Mark Ronchetti in the general election on November 3, 2020 and took office on January 3, 2021. == Early life and education == Ben Ray Luján was born in Santa Fe, New Mexico, the last child of Carmen Luján and Ben Luján; he has two older sisters and an older brother. He was raised in Nambe, New Mexico. His mother's maiden name was also Luján. His father, Ben, went into politics in 1970, when he was elected to the County Commission; beginning in 1975, he was a longtime member of the New Mexico House of Representatives, serving as majority whip and speaker. After graduating from Pojoaque Valley High School in 1990, Ben Ray Luján worked as a blackjack dealer at a tribal casino. After that, he attended the University of New Mexico and received a Bachelor of Business Administration from New Mexico Highlands University. == Early career == === Public Regulation Commission === Luján was elected to the New Mexico Public Regulation Commission in November 2004. He represented PRC district 3 which encompasses northeastern, north central and central New Mexico. His served as chairman of the PRC in 2005, 2006 and 2007. His term on the PRC ended at the end of 2008. He helped to increase the Renewable Portfolio Standard in New Mexico that requires utilities to use 20 percent of their energy from renewable sources by 2020. Luján also required utilities to diversify their renewable use to include solar, wind and biomass. Luján joined regulators in California, Oregon, and Washington to sign the Joint Action Framework on Climate Change to implement regional solutions to global warming. == U.S. House of Representatives == === Elections === ==== 2008 ==== In 2008, Luján ran to succeed U.S. Representative Tom Udall in New Mexico's 3rd congressional district. Udall gave up the seat to make what would be a successful bid for the United States Senate. On June 3, 2008, Luján won the Democratic primary, defeating five other candidates. His closest competitor, developer Don Wiviott, received 26 percent to Luján's 42 percent. Luján faced Republican Dan East and independent Carol Miller in the general election and won with 57% of the vote to East's 30% and Miller's 13%. ==== 2010 ==== Luján won reelection against Republican nominee Thomas E.",Senator,pbc_3830222512,politicians,U.S. Senator,,,0rq8v7q8dmdgy5r,,,Ben Ray Luján,senator,,250px_ben_ray_lujan2c_117th_congress_portraitjpg_0ccg4iwtup.jpg,,,ben-ray-lujan,New Mexico,,,,,https://www.lujan.senate.gov,https://en.wikipedia.org/wiki/Ben_Ray_Luj%C3%A1n,,
,Representative,pbc_3830222512,politicians,U.S. Representative,,,f9tvepp2s4gp6fa,,,Bennie Thompson,representative,,bennie_thompson_lvj5vlj63k.jpg,,1948-01-28 00:00:00.000Z,bennie-thompson-mississippi-2,Mississippi,,,,,,https://en.wikipedia.org/wiki/Bennie_Thompson,,
,Senator,pbc_3830222512,politicians,U.S. Senator,,,duwn2bjmmj0ysxz,,,Bernard Sanders,senator,,250px_bernie_sanders_2023_28cropped29jpg_0gch3etixx.jpg,,,bernard-sanders,Vermont,,,,,https://www.sanders.senate.gov/,https://en.wikipedia.org/wiki/Bernie%20Sanders,,
